ASIN,Bullet 1,Bullet 2,Bullet 3,Bullet 4,Bullet 5,Bullet 6,Bullet 7,Bullet 8,Bullet 9,Product Description Full
B07BH9Q44K,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2016-2018 PORSCHE 718 Boxster; 2016-2018 PORSCHE 718 Cayman"
B075LVM4S1,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2016-2019 SUZUKI Baleno II; 2016-2019 SUZUKI S-Cross; 2017-2019 SUZUKI Swift V; 2018-2019 SUZUKI Vitara"
B00062ZMLO,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1998-2006 VOLVO S80"
B00062YIY6,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1985-1992 ALFA ROMEO 75/Milano; 1987-1989 ALFA ROMEO Milano; 1984-1987 ALFA ROMEO 90; 1980-1987 ALFA ROMEO GTV-6"
B01LAXYXWQ,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2015-2019 CITROEN Berlingo; 2017-2019 CITROEN C3 Aircross; 2016-2019 CITROEN C3 III; 2014-2019 CITROEN C4 Cactus; 2018-2019 CITROEN C4 SpaceTourer; 2015-2019 DS DS3; 2015-2019 DS DS4; 2018-2019 DS DS7 Crossback; 2018-2019 OPEL Combo; 2017-2019 OPEL Crossland X; 2017-2019 OPEL Grandland X; 2013-2019 PEUGEOT 2008; 2013-2019 PEUGEOT 208; 2015-2019 PEUGEOT 3008; 2013-2019 PEUGEOT 308; 2018-2019 PEUGEOT 5008 II; 2018-2019 VAUXHALL Combo; 2017-2019 VAUXHALL Crossland X; 2017-2019 VAUXHALL Grandland X; 2015-2018 CITROEN C4 II; 2015-2018 CITROEN C4 Picasso; 2016-2018 PEUGEOT Partner; 2015-2017 CITROEN C3 Picasso; 2015-2017 CITROEN DS3; 2014-2017 CITROEN DS4; 2015-2017 PEUGEOT 5008; 2015-2016 CITROEN C3 II; 2015 CITROEN C4L; 2015 CITROEN Grand C4 Picasso; 2015 PEUGEOT 308S; 2015 PEUGEOT 408"
B00062Z0H0,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1992-2002 MERCEDES BENZ SL600; 1993-1997 MERCEDES BENZ S600; 1991-1993 MERCEDES BENZ 600SEL; 1993 MERCEDES BENZ 600SL; 1991 MERCEDES BENZ 600SE"
B00062YJ68,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1992-2001 BMW 730i; 1992-2001 BMW 730iL; 1996-2001 BMW 735i; 1996-2001 BMW 735iL; 1992-2001 BMW 740i; 1992-2001 BMW 740iL; 1993-1999 BMW 840Ci; 1997 VOLKSWAGEN Santana; 1992-1996 BMW 530i; 1992-1996 BMW 540i; 1994-1995 BMW 530iT; 1987-1993 OPEL Senator B; 1987-1993 VAUXHALL Senator"
B00062Z0CA,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1997-1999 ACURA CL; 1995-1997 HONDA Accord"
B00062ZLVA,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1999-2006 FORD Ranger; 1996-2004 MAZDA B-Series; 1999 MAZDA Bounty"
B000E5XMOM,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2016-2018 VOLKSWAGEN Ameo; 2008-2015 SEAT Ibiza V; 2012-2015 SEAT Toledo IV; 2012-2015 SKODA Rapid; 2006-2015 SKODA Roomster; 1999-2014 SKODA Fabia; 2001-2014 VOLKSWAGEN Polo; 2007-2011 SKODA Praktik; 2005-2011 VOLKSWAGEN Fox; 2006-2011 VOLKSWAGEN Suran; 2009-2010 VOLKSWAGEN Gol; 2010 VOLKSWAGEN Gol Sedan; 2002-2009 SEAT Ibiza IV; 2002-2008 SEAT Cordoba"
B000E5S40E,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2003-2008 HONDA Fit; 2001-2008 HONDA Jazz"
B00EQQIO2A,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2010-2014 CHEVROLET Spark; 2010-2011 HOLDEN Barina Spark"
B00062ZMBY,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1993-2003 NISSAN Quest; 1993-2002 MERCURY Villager"
B00062YIR8,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 1988-1994 PORSCHE 911"
B076W1BRN7,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2012-2018 HONDA CR-V IV; 2012-2017 DONGFENG HONDA CR-V"
B000YYNZCW,ULTIMATE LONGEVITY: 10-Year/Million Mile Limited Warranty protects for the life of your vehicle.,ENGINEERED POWER: State-of-the-art filtration media provides up to 50% more airflow than disposable paper filters to increase power and acceleration. Clogged or dirty air filters can reduce your vehicle’s acceleration by up to 10%.,EASY INSTALLATION: Pre-oiled and ready to drop into your factory air box. One of the easiest and most cost-effective upgrades for your vehicle for quick performance gains.,SAVES MONEY: K&N high-flow replacement air filters will save you $250 over 10 years by avoiding disposable filters.,"ECO-FRIENDLY: Using a washable, reusable product helps reduce replacement waste. A K&N filter will last longer than 10 disposable filters.",WORLD CLASS PROTECTION: Pushing the limits of engine protection by protecting your engine from harmful contaminants.,"LOW-MAINTENANCE DESIGN: 50,000 miles before your first cleaning under normal highway driving conditions.",HIGH QUALITY: Made in America.,RACE TESTED: The Official Air Filter of NASCAR. Trusted on the racetrack—made for your vehicle.,"K&N performance High-Flow Air Filters are engineered to improve engine performance by increasing airflow up to 50%. Unlike disposable paper filters which must be frequently replaced, K&N Air Filters are washable, reusable, and engineered to last for the life of your vehicle. K&N air filters are backed by our famous 10-Year/Million Mile Limited Warranty, and they provide an environment friendly way to reduce landfill waste by avoiding disposable filters. Engineered to fit easily into your factory air box, installation can be completed in a matter of minutes! K&N develops and tests each product on the world’s toughest race tracks, so we can bring the highest level of performance to your daily driving. Join the millions of customers who have saved money and improved vehicle performance by upgrading to K&N filtration. Vehicle Fitment: 2012-2018 NISSAN Evalia; 2010-2018 NISSAN NV200; 2010-2016 NISSAN Juke; 2006-2013 NISSAN Note; 2004-2013 RENAULT Modus; 2005-2012 RENAULT Clio III; 2003-2010 NISSAN Micra; 2006-2009 RENAULT Clio"
